,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
6328,3160,2015-01-20,2015-01-26,Standard Class,190,Consumer,Westland,Michigan,Central,536,Office Supplies,Binders,19.05,5.0,0.0,8.953499999999998
6329,3160,2015-01-20,2015-01-26,Standard Class,190,Consumer,Westland,Michigan,Central,14,Office Supplies,Appliances,247.716,4.0,0.1,93.58160000000001
6330,3160,2015-01-20,2015-01-26,Standard Class,190,Consumer,Westland,Michigan,Central,1291,Office Supplies,Storage,66.58,2.0,0.0,15.979199999999999
6331,3160,2015-01-20,2015-01-26,Standard Class,190,Consumer,Westland,Michigan,Central,1064,Office Supplies,Art,43.92,3.0,0.0,12.736799999999999
6332,3160,2015-01-20,2015-01-26,Standard Class,190,Consumer,Westland,Michigan,Central,875,Furniture,Furnishings,14.73,3.0,0.0,4.860899999999999
6333,3160,2015-01-20,2015-01-26,Standard Class,190,Consumer,Westland,Michigan,Central,990,Office Supplies,Binders,29.700000000000003,5.0,0.0,13.365
6334,3161,2015-07-11,2015-07-15,Standard Class,708,Consumer,New York City,New York,East,314,Office Supplies,Paper,49.12,4.0,0.0,23.086399999999998
6335,3161,2015-07-11,2015-07-15,Standard Class,708,Consumer,New York City,New York,East,1203,Office Supplies,Binders,18.28,5.0,0.2,6.398
6336,3162,2017-08-30,2017-09-06,Standard Class,696,Consumer,Los Angeles,California,West,1530,Furniture,Furnishings,47.04,4.0,0.0,15.993599999999997
6337,3162,2017-08-30,2017-09-06,Standard Class,696,Consumer,Los Angeles,California,West,1495,Technology,Phones,339.96000000000004,5.0,0.2,42.49499999999995
6338,3163,2018-10-05,2018-10-09,Standard Class,477,Corporate,New York City,New York,East,1513,Technology,Phones,87.8,4.0,0.0,43.9
6339,3163,2018-10-05,2018-10-09,Standard Class,477,Corporate,New York City,New York,East,812,Furniture,Chairs,221.382,2.0,0.1,2.459799999999987
6342,3165,2016-03-07,2016-03-10,First Class,670,Home Office,Newark,Delaware,East,240,Technology,Accessories,119.85000000000001,3.0,0.0,52.73400000000001
6343,3165,2016-03-07,2016-03-10,First Class,670,Home Office,Newark,Delaware,East,338,Office Supplies,Binders,30.44,2.0,0.0,14.9156
6344,3165,2016-03-07,2016-03-10,First Class,670,Home Office,Newark,Delaware,East,1002,Office Supplies,Binders,69.28,2.0,0.0,33.2544
6346,3166,2018-10-20,2018-10-20,Same Day,46,Home Office,New York City,New York,East,1123,Office Supplies,Labels,24.55,5.0,0.0,12.029499999999999
6347,3167,2016-05-01,2016-05-06,Standard Class,138,Consumer,San Francisco,California,West,338,Office Supplies,Binders,12.176000000000002,1.0,0.2,4.413799999999999
6348,3167,2016-05-01,2016-05-06,Standard Class,138,Consumer,San Francisco,California,West,253,Office Supplies,Storage,37.32,3.0,0.0,10.4496
6349,3167,2016-05-01,2016-05-06,Standard Class,138,Consumer,San Francisco,California,West,354,Office Supplies,Supplies,35.06,2.0,0.0,10.517999999999997
6351,3169,2018-11-03,2018-11-08,Standard Class,667,Corporate,Miami,Florida,South,944,Technology,Phones,361.37600000000003,2.0,0.2,27.1032
6352,3170,2016-09-13,2016-09-19,Standard Class,668,Consumer,Philadelphia,Pennsylvania,East,1232,Office Supplies,Binders,2.412,1.0,0.7,-2.01
6353,3171,2016-09-06,2016-09-12,Standard Class,29,Corporate,New York City,New York,East,1612,Office Supplies,Appliances,8.39,1.0,0.0,2.0975
6355,3172,2015-10-06,2015-10-13,Standard Class,557,Consumer,Philadelphia,Pennsylvania,East,193,Office Supplies,Storage,83.92000000000002,5.0,0.2,-13.637000000000011
6356,3173,2018-01-23,2018-01-28,Standard Class,294,Corporate,Seattle,Washington,West,1181,Office Supplies,Binders,19.68,5.0,0.2,6.887999999999998
6357,3173,2018-01-23,2018-01-28,Standard Class,294,Corporate,Seattle,Washington,West,747,Office Supplies,Paper,25.92,4.0,0.0,12.441600000000001
6358,3173,2018-01-23,2018-01-28,Standard Class,294,Corporate,Seattle,Washington,West,1009,Office Supplies,Paper,6.48,1.0,0.0,3.1104000000000003
6359,3173,2018-01-23,2018-01-28,Standard Class,294,Corporate,Seattle,Washington,West,1763,Technology,Phones,86.352,6.0,0.2,8.635200000000001
6360,3174,2016-12-10,2016-12-15,Standard Class,763,Home Office,Los Angeles,California,West,1473,Office Supplies,Art,56.3,2.0,0.0,15.764000000000003
6361,3175,2015-11-25,2015-11-30,Standard Class,339,Consumer,Springfield,Oregon,West,1583,Office Supplies,Art,51.016000000000005,7.0,0.2,8.290099999999995
6362,3176,2018-11-21,2018-11-25,Standard Class,237,Consumer,Renton,Washington,West,443,Office Supplies,Binders,150.8,5.0,0.2,56.55
6364,3176,2018-11-21,2018-11-25,Standard Class,237,Consumer,Renton,Washington,West,1723,Office Supplies,Paper,51.84,8.0,0.0,24.883200000000002
6365,3177,2018-04-04,2018-04-05,First Class,284,Home Office,New York City,New York,East,1783,Technology,Phones,41.22,1.0,0.0,11.1294
6366,3177,2018-04-04,2018-04-05,First Class,284,Home Office,New York City,New York,East,262,Office Supplies,Supplies,240.37,1.0,0.0,7.211100000000016
6367,3177,2018-04-04,2018-04-05,First Class,284,Home Office,New York City,New York,East,476,Technology,Phones,119.02,2.0,0.0,33.32560000000001
6368,3178,2018-05-19,2018-05-24,Standard Class,193,Consumer,San Jose,California,West,1197,Office Supplies,Binders,133.12,5.0,0.2,49.92
6369,3179,2017-10-03,2017-10-07,Standard Class,734,Corporate,Grand Prairie,Texas,Central,285,Furniture,Furnishings,38.08,5.0,0.6,-29.512000000000008
6370,3180,2017-11-21,2017-11-21,Same Day,451,Home Office,New York City,New York,East,1531,Furniture,Bookcases,113.56800000000001,2.0,0.2,12.776399999999988
6371,3181,2018-10-03,2018-10-05,Second Class,254,Home Office,New York City,New York,East,107,Furniture,Furnishings,83.92,4.0,0.0,21.819200000000002
6372,3181,2018-10-03,2018-10-05,Second Class,254,Home Office,New York City,New York,East,790,Office Supplies,Art,6.63,3.0,0.0,3.1161
6373,3181,2018-10-03,2018-10-05,Second Class,254,Home Office,New York City,New York,East,695,Technology,Accessories,371.96999999999997,3.0,0.0,66.95459999999997
6375,3182,2015-04-29,2015-05-03,Standard Class,156,Corporate,Memphis,Tennessee,South,352,Office Supplies,Storage,99.92000000000002,5.0,0.2,-1.249000000000013
6376,3183,2017-10-07,2017-10-10,First Class,585,Home Office,Philadelphia,Pennsylvania,East,85,Office Supplies,Labels,4.928000000000001,2.0,0.2,1.7247999999999997
6377,3184,2017-12-15,2017-12-22,Standard Class,546,Consumer,Los Angeles,California,West,1256,Furniture,Furnishings,14.76,2.0,0.0,4.280399999999998
6378,3185,2018-04-10,2018-04-14,Standard Class,748,Home Office,Waterbury,Connecticut,East,409,Technology,Accessories,99.99,1.0,0.0,41.9958
6379,3185,2018-04-10,2018-04-14,Standard Class,748,Home Office,Waterbury,Connecticut,East,1277,Office Supplies,Storage,286.15,5.0,0.0,71.5375
6380,3186,2015-04-08,2015-04-13,Standard Class,480,Home Office,Chandler,Arizona,West,1506,Office Supplies,Fasteners,49.792,8.0,0.2,-11.825600000000001
6384,3188,2018-01-15,2018-01-18,First Class,621,Consumer,Austin,Texas,Central,246,Technology,Accessories,47.984,2.0,0.2,14.395200000000004
6385,3188,2018-01-15,2018-01-18,First Class,621,Consumer,Austin,Texas,Central,1599,Technology,Accessories,62.592,8.0,0.2,13.300799999999999
6387,3189,2015-01-30,2015-02-04,Standard Class,160,Consumer,Detroit,Michigan,Central,523,Office Supplies,Paper,10.56,2.0,0.0,4.752
6388,3189,2015-01-30,2015-02-04,Standard Class,160,Consumer,Detroit,Michigan,Central,156,Office Supplies,Storage,229.94,2.0,0.0,6.898200000000003
6390,3190,2016-02-07,2016-02-11,Standard Class,460,Corporate,Springfield,Virginia,South,219,Office Supplies,Paper,12.96,2.0,0.0,6.3504000000000005
6391,3191,2017-12-14,2017-12-19,Standard Class,7,Consumer,New York City,New York,East,1490,Office Supplies,Paper,14.62,2.0,0.0,6.725199999999999
6392,3191,2017-12-14,2017-12-19,Standard Class,7,Consumer,New York City,New York,East,1186,Office Supplies,Labels,5.76,2.0,0.0,2.8224
6393,3191,2017-12-14,2017-12-19,Standard Class,7,Consumer,New York City,New York,East,110,Office Supplies,Fasteners,21.48,6.0,0.0,10.5252
6395,3191,2017-12-14,2017-12-19,Standard Class,7,Consumer,New York City,New York,East,456,Office Supplies,Storage,17.15,1.0,0.0,4.6305
6396,3191,2017-12-14,2017-12-19,Standard Class,7,Consumer,New York City,New York,East,1784,Office Supplies,Binders,23.12,2.0,0.2,7.802999999999998
6397,3192,2018-10-31,2018-11-04,Standard Class,571,Home Office,Dallas,Texas,Central,279,Office Supplies,Art,5.248,2.0,0.2,0.5903999999999991
6399,3193,2018-08-06,2018-08-12,Standard Class,39,Home Office,Concord,New Hampshire,East,1038,Office Supplies,Labels,24.64,8.0,0.0,11.8272
6400,3193,2018-08-06,2018-08-12,Standard Class,39,Home Office,Concord,New Hampshire,East,108,Office Supplies,Art,227.88,6.0,0.0,68.36399999999998
6401,3194,2018-05-30,2018-05-31,First Class,232,Consumer,Lafayette,Louisiana,South,1119,Furniture,Bookcases,241.96,2.0,0.0,33.87440000000001
6402,3194,2018-05-30,2018-05-31,First Class,232,Consumer,Lafayette,Louisiana,South,1065,Office Supplies,Binders,3.89,1.0,0.0,1.8672
6403,3194,2018-05-30,2018-05-31,First Class,232,Consumer,Lafayette,Louisiana,South,1565,Furniture,Furnishings,8.01,3.0,0.0,3.0438
6404,3195,2016-11-30,2016-12-05,Standard Class,528,Consumer,Raleigh,North Carolina,South,1192,Technology,Phones,177.48000000000002,3.0,0.2,19.966499999999982
6406,3196,2018-08-31,2018-09-02,Second Class,308,Corporate,Spokane,Washington,West,80,Office Supplies,Storage,149.73000000000002,7.0,0.0,43.421699999999994
6408,3197,2018-05-14,2018-05-15,First Class,218,Consumer,Houston,Texas,Central,1175,Office Supplies,Art,46.2,5.0,0.2,5.774999999999999
6409,3197,2018-05-14,2018-05-15,First Class,218,Consumer,Houston,Texas,Central,1785,Office Supplies,Paper,47.952000000000005,3.0,0.2,16.183799999999998
6410,3197,2018-05-14,2018-05-15,First Class,218,Consumer,Houston,Texas,Central,1557,Technology,Phones,7.992000000000001,1.0,0.2,0.6993
6411,3197,2018-05-14,2018-05-15,First Class,218,Consumer,Houston,Texas,Central,1684,Office Supplies,Paper,76.864,2.0,0.2,26.902399999999993
6412,3198,2018-08-17,2018-08-23,Standard Class,571,Home Office,Louisville,Kentucky,South,141,Office Supplies,Binders,102.93,3.0,0.0,48.377100000000006
6413,3198,2018-08-17,2018-08-23,Standard Class,571,Home Office,Louisville,Kentucky,South,960,Technology,Accessories,98.16,6.0,0.0,9.815999999999995
6414,3199,2018-11-10,2018-11-14,Second Class,660,Home Office,Hollywood,Florida,South,1736,Office Supplies,Binders,11.520000000000001,5.0,0.7,-7.679999999999996
6415,3200,2018-08-21,2018-08-21,Same Day,393,Corporate,Chandler,Arizona,West,656,Office Supplies,Paper,83.88,1.0,0.2,29.357999999999997
6416,3201,2017-03-08,2017-03-12,Standard Class,379,Consumer,Philadelphia,Pennsylvania,East,1409,Technology,Phones,108.57600000000001,4.0,0.4,-25.334400000000002
6417,3201,2017-03-08,2017-03-12,Standard Class,379,Consumer,Philadelphia,Pennsylvania,East,1028,Office Supplies,Fasteners,5.984000000000001,2.0,0.2,-1.3463999999999998
6418,3202,2017-10-31,2017-11-05,Standard Class,304,Corporate,Tulsa,Oklahoma,Central,133,Office Supplies,Supplies,21.96,2.0,0.0,6.148800000000001
6419,3202,2017-10-31,2017-11-05,Standard Class,304,Corporate,Tulsa,Oklahoma,Central,1265,Furniture,Chairs,368.96999999999997,3.0,0.0,81.1734
6420,3202,2017-10-31,2017-11-05,Standard Class,304,Corporate,Tulsa,Oklahoma,Central,1560,Office Supplies,Art,12.39,3.0,0.0,3.4692000000000003
6421,3202,2017-10-31,2017-11-05,Standard Class,304,Corporate,Tulsa,Oklahoma,Central,1439,Office Supplies,Storage,332.94,3.0,0.0,9.98820000000002
6422,3203,2015-07-26,2015-08-01,Standard Class,705,Corporate,Draper,Utah,West,1097,Technology,Accessories,111.93,7.0,0.0,34.698299999999996
6424,3205,2018-08-19,2018-08-24,Standard Class,770,Consumer,Lawrence,Massachusetts,East,1553,Office Supplies,Paper,19.44,3.0,0.0,9.3312
6426,3206,2017-05-23,2017-05-27,Standard Class,666,Consumer,Philadelphia,Pennsylvania,East,1786,Office Supplies,Binders,6.294000000000001,1.0,0.7,-4.196
6427,3206,2017-05-23,2017-05-27,Standard Class,666,Consumer,Philadelphia,Pennsylvania,East,815,Office Supplies,Paper,10.368000000000002,2.0,0.2,3.6288
6428,3206,2017-05-23,2017-05-27,Standard Class,666,Consumer,Philadelphia,Pennsylvania,East,1787,Technology,Phones,122.38199999999999,3.0,0.4,-24.476399999999998
6429,3207,2015-11-03,2015-11-07,Standard Class,129,Consumer,Jacksonville,North Carolina,South,720,Office Supplies,Storage,25.983999999999998,2.0,0.2,-1.6239999999999997
6431,3207,2015-11-03,2015-11-07,Standard Class,129,Consumer,Jacksonville,North Carolina,South,1282,Office Supplies,Binders,14.301000000000002,7.0,0.7,-10.487400000000001
6433,3208,2016-03-30,2016-04-04,Standard Class,712,Corporate,Chicago,Illinois,Central,1017,Office Supplies,Paper,23.52,5.0,0.2,8.526
6434,3208,2016-03-30,2016-04-04,Standard Class,712,Corporate,Chicago,Illinois,Central,1409,Technology,Phones,180.96,5.0,0.2,13.571999999999996
6435,3209,2018-05-27,2018-05-29,First Class,506,Consumer,Pocatello,Idaho,West,1457,Furniture,Furnishings,35.0,4.0,0.0,14.700000000000003
6436,3209,2018-05-27,2018-05-29,First Class,506,Consumer,Pocatello,Idaho,West,621,Office Supplies,Storage,477.15000000000003,5.0,0.0,28.628999999999962
6437,3209,2018-05-27,2018-05-29,First Class,506,Consumer,Pocatello,Idaho,West,1443,Technology,Phones,302.376,3.0,0.2,22.678200000000018
6440,3212,2017-10-13,2017-10-20,Standard Class,308,Corporate,New York City,New York,East,924,Office Supplies,Art,34.7,5.0,0.0,12.492
6441,3212,2017-10-13,2017-10-20,Standard Class,308,Corporate,New York City,New York,East,1291,Office Supplies,Storage,99.87,3.0,0.0,23.968799999999998
6442,3212,2017-10-13,2017-10-20,Standard Class,308,Corporate,New York City,New York,East,1237,Office Supplies,Paper,37.94,2.0,0.0,18.211199999999998
6443,3212,2017-10-13,2017-10-20,Standard Class,308,Corporate,New York City,New York,East,1508,Office Supplies,Labels,24.900000000000002,5.0,0.0,11.454
6444,3212,2017-10-13,2017-10-20,Standard Class,308,Corporate,New York City,New York,East,905,Furniture,Furnishings,82.26,3.0,0.0,33.726600000000005
6445,3213,2016-03-05,2016-03-10,Standard Class,370,Consumer,Chicago,Illinois,Central,1084,Office Supplies,Fasteners,7.103999999999999,6.0,0.2,2.4863999999999997
6447,3214,2018-03-04,2018-03-06,Second Class,499,Home Office,Houston,Texas,Central,1098,Office Supplies,Labels,2.4640000000000004,1.0,0.2,0.8623999999999998
6448,3214,2018-03-04,2018-03-06,Second Class,499,Home Office,Houston,Texas,Central,376,Office Supplies,Storage,8.72,1.0,0.2,0.6539999999999995
6449,3215,2016-09-25,2016-09-29,Standard Class,552,Consumer,Meriden,Connecticut,East,973,Office Supplies,Binders,10.76,2.0,0.0,5.1648
6450,3215,2016-09-25,2016-09-29,Standard Class,552,Consumer,Meriden,Connecticut,East,393,Office Supplies,Paper,45.68,2.0,0.0,21.0128
6451,3215,2016-09-25,2016-09-29,Standard Class,552,Consumer,Meriden,Connecticut,East,87,Office Supplies,Art,6.7,1.0,0.0,2.2109999999999994
6452,3216,2016-12-19,2016-12-23,Second Class,701,Consumer,Glenview,Illinois,Central,984,Technology,Phones,158.376,3.0,0.2,13.857900000000008
6453,3217,2016-10-08,2016-10-13,Standard Class,537,Consumer,Houston,Texas,Central,1539,Office Supplies,Art,3.44,2.0,0.2,0.5589999999999996
6454,3218,2018-07-31,2018-08-03,First Class,685,Consumer,San Francisco,California,West,86,Office Supplies,Storage,56.56,2.0,0.0,15.2712
6455,3218,2018-07-31,2018-08-03,First Class,685,Consumer,San Francisco,California,West,1226,Furniture,Furnishings,36.96,7.0,0.0,11.457599999999998
6456,3219,2015-08-05,2015-08-11,Standard Class,70,Corporate,New York City,New York,East,1236,Technology,Phones,135.99,1.0,0.0,36.71730000000001
6457,3219,2015-08-05,2015-08-11,Standard Class,70,Corporate,New York City,New York,East,1605,Office Supplies,Art,15.959999999999999,7.0,0.0,7.022400000000001
6458,3220,2018-05-14,2018-05-17,First Class,321,Corporate,Baltimore,Maryland,East,868,Office Supplies,Art,3.76,2.0,0.0,1.0903999999999998
6459,3220,2018-05-14,2018-05-17,First Class,321,Corporate,Baltimore,Maryland,East,425,Office Supplies,Art,14.7,5.0,0.0,6.615
6460,3220,2018-05-14,2018-05-17,First Class,321,Corporate,Baltimore,Maryland,East,1453,Office Supplies,Art,37.2,5.0,0.0,9.3
6461,3220,2018-05-14,2018-05-17,First Class,321,Corporate,Baltimore,Maryland,East,1048,Technology,Accessories,89.97,3.0,0.0,18.893699999999995
6462,3220,2018-05-14,2018-05-17,First Class,321,Corporate,Baltimore,Maryland,East,1585,Furniture,Chairs,261.96,2.0,0.0,23.57639999999998
6463,3220,2018-05-14,2018-05-17,First Class,321,Corporate,Baltimore,Maryland,East,198,Office Supplies,Labels,74.0,5.0,0.0,37.0
6464,3221,2017-09-22,2017-09-28,Standard Class,357,Home Office,Louisville,Kentucky,South,1494,Furniture,Furnishings,13.28,2.0,0.0,6.3744
6465,3222,2016-11-13,2016-11-17,Standard Class,211,Consumer,Lebanon,Tennessee,South,1754,Office Supplies,Storage,84.96000000000001,6.0,0.2,6.372
6466,3223,2018-05-22,2018-05-25,Second Class,13,Consumer,Los Angeles,California,West,1599,Technology,Accessories,68.46,7.0,0.0,25.330199999999998
6469,3224,2017-12-02,2017-12-08,Standard Class,489,Home Office,Providence,Rhode Island,East,441,Furniture,Furnishings,72.42,6.0,0.0,23.898600000000002
6470,3225,2016-08-29,2016-09-02,Standard Class,385,Home Office,Detroit,Michigan,Central,984,Technology,Phones,131.98,2.0,0.0,35.634600000000006
6471,3225,2016-08-29,2016-09-02,Standard Class,385,Home Office,Detroit,Michigan,Central,960,Technology,Accessories,114.52,7.0,0.0,11.451999999999995
6475,3229,2018-06-03,2018-06-10,Standard Class,749,Consumer,Pembroke Pines,Florida,South,881,Office Supplies,Binders,4.554,3.0,0.7,-3.4913999999999987
6476,3229,2018-06-03,2018-06-10,Standard Class,749,Consumer,Pembroke Pines,Florida,South,189,Office Supplies,Appliances,5.2,2.0,0.2,0.5849999999999997
6477,3229,2018-06-03,2018-06-10,Standard Class,749,Consumer,Pembroke Pines,Florida,South,217,Technology,Accessories,205.99200000000002,1.0,0.2,-2.574900000000028
6478,3229,2018-06-03,2018-06-10,Standard Class,749,Consumer,Pembroke Pines,Florida,South,1145,Office Supplies,Paper,15.552000000000003,3.0,0.2,5.4432
6480,3229,2018-06-03,2018-06-10,Standard Class,749,Consumer,Pembroke Pines,Florida,South,1298,Office Supplies,Appliances,24.472,7.0,0.2,1.8354
6481,3229,2018-06-03,2018-06-10,Standard Class,749,Consumer,Pembroke Pines,Florida,South,415,Furniture,Bookcases,241.56799999999998,2.0,0.2,0.0
6482,3229,2018-06-03,2018-06-10,Standard Class,749,Consumer,Pembroke Pines,Florida,South,1615,Technology,Accessories,110.4,2.0,0.2,-4.140000000000008
6484,3230,2018-06-03,2018-06-09,Standard Class,471,Corporate,New York City,New York,East,1728,Technology,Machines,78.66,6.0,0.0,36.18359999999999
6485,3230,2018-06-03,2018-06-09,Standard Class,471,Corporate,New York City,New York,East,752,Office Supplies,Paper,45.36,4.0,0.0,22.226399999999998
6487,3231,2016-03-21,2016-03-26,Standard Class,493,Consumer,Jacksonville,North Carolina,South,1395,Office Supplies,Binders,12.843000000000002,3.0,0.7,-9.8463
6489,3232,2018-09-19,2018-09-24,Standard Class,341,Consumer,New York City,New York,East,1434,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552000000000001
